date,location,temp_c,feels_like_c,temp_max_c,temp_min_c,humidity_pct,precip_mm,precip_prob_pct,wind_kmh,uv_index,pm10,pm2_5,collected_at
2026-05-22,서울,18.5,18.0,27.2,14.2,60,0.0,0,5.8,3.35,20.8,13.0,2026-05-22T00:13:12.607154+00:00
2026-05-22,부산,18.8,18.4,21.8,16.9,75,0.0,0,12.3,3.65,23.6,13.4,2026-05-22T00:13:12.607154+00:00
2026-05-23,서울,15.5,15.1,21.0,14.1,75,0.0,37,4.7,1.15,19.9,15.4,2026-05-23T00:14:51.462029+00:00
2026-05-23,부산,18.4,19.3,20.7,16.9,88,0.0,0,9.0,1.05,19.1,12.6,2026-05-23T00:14:51.462029+00:00
2026-05-24,서울,18.0,19.0,26.7,13.8,79,0.0,0,2.5,3.65,49.2,38.3,2026-05-24T00:08:26.464930+00:00
2026-05-24,부산,19.3,20.1,23.3,15.4,80,0.0,0,8.0,3.25,19.3,13.6,2026-05-24T00:08:26.464930+00:00
2026-05-25,서울,21.0,23.3,28.6,15.9,81,0.0,0,3.2,3.15,34.0,31.4,2026-05-25T00:11:08.346529+00:00
2026-05-25,부산,21.8,24.5,26.5,17.9,87,0.0,25,6.2,3.35,21.1,15.3,2026-05-25T00:11:08.346529+00:00
2026-05-26,서울,21.3,24.3,25.9,18.6,87,0.0,18,2.9,3.3,65.7,60.1,2026-05-26T00:14:26.406310+00:00
2026-05-26,부산,22.3,25.1,26.1,18.7,87,0.0,6,6.9,2.85,25.1,18.2,2026-05-26T00:14:26.406310+00:00
2026-05-27,서울,19.9,21.0,21.9,17.7,76,0.0,49,5.0,0.6,22.9,16.2,2026-05-27T00:16:41.015926+00:00
2026-05-27,부산,19.6,21.6,21.3,19.2,99,0.0,93,11.2,0.2,5.1,3.7,2026-05-27T00:16:41.015926+00:00
2026-05-28,서울,18.1,20.5,25.9,17.1,97,0.0,8,2.2,3.15,14.1,13.9,2026-05-28T00:09:50.816419+00:00
2026-05-28,부산,20.6,22.9,25.3,18.4,88,0.0,0,5.5,1.95,20.5,18.5,2026-05-28T00:09:50.816419+00:00
2026-05-29,서울,18.3,20.2,25.8,15.0,85,0.0,0,2.2,4.15,68.7,50.4,2026-05-29T00:17:58.807772+00:00
2026-05-29,부산,22.8,24.4,26.8,18.1,66,0.0,1,7.5,4.25,19.0,12.2,2026-05-29T00:17:58.807772+00:00
2026-05-30,서울,18.2,19.8,26.8,12.9,79,0.0,0,2.6,4.15,30.4,23.6,2026-05-30T00:16:13.622603+00:00
2026-05-30,부산,23.1,23.9,30.4,15.7,53,0.0,0,5.7,4.3,18.5,16.3,2026-05-30T00:16:13.622603+00:00
