date,location,temp_c,feels_like_c,temp_max_c,temp_min_c,humidity_pct,precip_mm,precip_prob_pct,wind_kmh,uv_index,pm10,pm2_5,collected_at
2026-08-18,부산,24.8,29.3,28.6,24.6,89,0.2,95,6.8,1.9,4.8,3.6,2026-08-17T23:33:11.957700+00:00
2026-08-19,서울,24.1,29.5,30.6,22.4,95,0.0,37,2.2,1.45,20.0,17.1,2026-08-18T23:32:29.163613+00:00
2026-08-19,부산,27.3,33.5,30.2,25.3,89,0.0,3,5.6,2.65,11.8,8.9,2026-08-18T23:32:29.163613+00:00
2026-08-20,서울,23.9,28.5,26.6,22.5,88,0.0,12,1.5,1.45,47.4,44.9,2026-08-19T23:32:55.104988+00:00
2026-08-20,부산,27.1,32.8,31.6,24.1,83,0.0,0,2.6,2.3,25.4,24.5,2026-08-19T23:32:55.104988+00:00
2026-08-21,서울,23.1,28.0,23.7,22.6,96,0.2,100,2.5,0.25,54.6,53.7,2026-08-20T23:35:39.470642+00:00
2026-08-21,부산,27.9,33.3,29.7,24.9,81,0.0,6,5.6,2.75,14.5,13.1,2026-08-20T23:35:39.470642+00:00
2026-08-22,서울,23.5,28.1,25.9,23.1,96,1.4,89,5.0,0.4,12.2,12.1,2026-08-21T23:34:35.726657+00:00
2026-08-22,부산,26.8,32.8,31.5,25.6,93,0.0,1,7.3,2.8,28.6,21.2,2026-08-21T23:34:35.726657+00:00
2026-08-23,서울,24.6,29.8,32.0,22.7,92,0.0,2,3.1,2.6,24.7,24.4,2026-08-22T23:31:27.211026+00:00
2026-08-23,부산,28.0,34.4,32.8,24.1,84,0.0,0,1.8,2.8,24.8,20.6,2026-08-22T23:31:27.211026+00:00
2026-08-24,서울,25.7,31.5,32.0,23.3,88,0.0,0,0.8,2.55,33.9,33.4,2026-08-23T23:31:43.740318+00:00
2026-08-24,부산,28.5,34.2,33.1,24.8,78,0.0,0,3.7,2.8,34.9,33.8,2026-08-23T23:31:43.740318+00:00
2026-08-25,서울,25.2,31.3,29.2,23.8,97,0.0,87,2.8,2.5,9.6,7.6,2026-08-24T23:31:04.005490+00:00
2026-08-25,부산,28.4,34.9,33.1,25.1,80,0.0,0,0.4,2.75,28.1,27.1,2026-08-24T23:31:04.005490+00:00
2026-08-26,서울,23.9,29.7,30.7,23.0,100,0.0,1,2.2,1.05,19.2,15.8,2026-08-25T23:33:54.541133+00:00
2026-08-26,부산,28.0,33.9,32.3,23.9,84,0.0,0,6.3,2.75,32.0,31.0,2026-08-25T23:33:54.541133+00:00
2026-08-27,서울,30.1,34.8,30.4,22.2,63,0.0,9,2.5,4.15,11.2,9.7,2026-08-27T04:29:21.245882+00:00
2026-08-27,부산,28.2,36.0,29.3,26.2,94,0.0,79,2.7,6.7,10.3,7.8,2026-08-27T04:29:21.245882+00:00
2026-08-28,서울,27.3,32.3,27.9,23.7,79,0.0,100,4.9,3.55,17.3,17.0,2026-08-28T06:54:11.526311+00:00
2026-08-28,부산,27.4,33.9,27.4,25.5,90,0.0,96,4.3,3.25,6.3,4.7,2026-08-28T06:54:11.526311+00:00
2026-08-29,서울,28.3,33.5,28.8,23.0,76,0.0,42,4.7,7.0,11.2,10.2,2026-08-29T04:07:22.450198+00:00
2026-08-29,부산,29.4,35.6,30.4,26.5,84,0.1,80,10.5,5.25,8.1,5.9,2026-08-29T04:07:22.450198+00:00
